objectid,parentid,surname,title,creator,date,date_range,date_is_approximate?,publisher,description,subject,location,latitude,longitude,source,identifier,type,format,extension,language,rights,rightsstatement,display_template,object_location,image_small,image_thumb
hudson_ph3,,Hudson,Hudson Barn -3,,2010,,yes,,Color image of the side of the Hudson barn.,barns,"Meridian, Idaho",43.6094542,-116.3931117,"Meridian Library History Center, FC1",,Image;StillImage,image/jpeg,jpg,eng,,,image,/objects/col004_hudson_ph3.jpg,/objects/small/col004_hudson_ph3_sm.jpg,/objects/thumbs/col004_hudson_ph3_th.jpg
hudson_ph4,,Hudson,Hudson Barn -4,,2010,,yes,,Color image of the side of the Hudson barn.,barns,"Meridian, Idaho",43.6094542,-116.3931117,"Meridian Library History Center, FC1",,Image;StillImage,image/jpeg,jpg,eng,,,image,/objects/col004_hudson_ph4.jpg,/objects/small/col004_hudson_ph4_sm.jpg,/objects/thumbs/col004_hudson_ph4_th.jpg
hudson_ph5,,Hudson,Hudson Barn -5,,2010,,yes,,"Color image of the side of the Hudson barn, showing more of the property.",barns,"Meridian, Idaho",43.6094542,-116.3931117,"Meridian Library History Center, FC1",,Image;StillImage,image/jpeg,jpg,eng,,,image,/objects/col004_hudson_ph5.jpg,/objects/small/col004_hudson_ph5_sm.jpg,/objects/thumbs/col004_hudson_ph5_th.jpg
hunt_d1,,Hunt,"""This is my Story"" - by Dean Hunt",,2010,,yes,,"A detailed and sad memoir written by Dean Hunt. Ms. Hunt came to America in 1911 (from Holland) with her sister. Upon arrival, she married her fiance, John, who came from Montana to meet her. The family initially settled in Montana, and later moved to the Boise valley. Upon the death of her husband in an accident, Ms. Hunt moved two sons back to Holland. She returned to Montana after the death of her younger sister. After many more hardships, the family ended up in Michigan.",memoris,"Meridian, Idaho;Montana,Michigan",43.6094542,-116.3931117,"Meridian Library History Center, FC1",,Text,application/pdf,pdf,eng,,,pdf,/objects/col004_hunt_d1.pdf,/objects/small/col004_hunt_d1_sm.jpg,/objects/thumbs/col004_hunt_d1_th.jpg
jackson_d1,,Jackson,Biography of J.M. Jackson,,1857,1857-1909,yes,"History of Idaho, French, Vol. II p. 120","An excerpt from the ""History of Idaho"" book discussing the life of J.M. Jackson. Mr. Jackson came to the Boise valley in 1892 where he worked in agriculture. In 1907, he moved to Meridian and became Vice President of the Meridian Hardware and Implement Company. He and his wife, Della, had one child who died in infancy. ",biographies;odd fellows,"Meridian, Idaho",43.6094542,-116.3931117,"Meridian Library History Center, FC1",,Text,application/pdf,pdf,eng,,,pdf,/objects/col004_jackson_d1.pdf,/objects/small/col004_jackson_d1_sm.jpg,/objects/thumbs/col004_jackson_d1_th.jpg
jackson_d2,,Jackson,Family of James M. and Della P. Gibson Jackson,,1823,1823-1925,yes,,"Census and genealogy data on the ancestry of James M. and Della P. Jackson. James M. (May 18, 1847-Feb. 7, 1925) and his wife Della (Oct. 24, 1863-Feb. 6, 1924) had one child who died at birth.",genealogy;census;obituaries,"Meridian, Idaho",43.6094542,-116.3931117,"Meridian Library History Center, FC1",,Text,application/pdf,pdf,eng,,,pdf,/objects/col004_jackson_d2.pdf,/objects/small/col004_jackson_d2_sm.jpg,/objects/thumbs/col004_jackson_d2_th.jpg
jackson_d3,,Jackson,Family of Elmer M. and Mabel C. Patterson Jackson,,1823,1823-1983,yes,,"Census and genealogy data on the ancestry of Elmer and Mabel Jackson. Mr. Jackson (1866-Apr. 9, 1935) and his wife Mabel (Nov. 15, 1871-May 1, 1937) had two children: Cassie A. (Feb, 11. 1893-Aug., 20 1983) and J. Ralph (Jan 23, 1895-Oct. 1975).",genealogy;census;obituaries,"Meridian, Idaho",43.6094542,-116.3931117,"Meridian Library History Center, FC1",,Text,application/pdf,pdf,eng,,,pdf,/objects/col004_jackson_d3.pdf,/objects/small/col004_jackson_d3_sm.jpg,/objects/thumbs/col004_jackson_d3_th.jpg
jennings_d1,,Jennings,"""Jennings Shoots Ross Hutchins Twice""",,1890-10-11,,,,"Legal document or newspaper article describing the murder and the subsequent trial that followed. Mr. Jennings was accused of shooting Mr. Hutchins over a disputed land claim. Meridian was still referred to as ""Hunter"" at the time of the shooting.",legal,"Meridian, Idaho",43.6094542,-116.3931117,"Meridian Library History Center, FC1",,Text,application/pdf,pdf,eng,,,pdf,/objects/col004_jennings_d1.pdf,/objects/small/col004_jennings_d1_sm.jpg,/objects/thumbs/col004_jennings_d1_th.jpg
jennings_d2,,Jennings,Homestead Application by John C. Jennings,,1890-04-07,,,,"Homestead application filed by John C. Jennings. Document reads that it was cancelled in full on April 1, 1891.",legal;homesteads,"Boise, Idaho",,,"Meridian Library History Center, FC1",,Text,application/pdf,pdf,eng,,,pdf,/objects/col004_jennings_d2.pdf,/objects/small/col004_jennings_d2_sm.jpg,/objects/thumbs/col004_jennings_d2_th.jpg
jennings_d3,,Jennings,Application for Pardon of John C. Jennings,,1893,,yes,,Petition requesting the pardon of John C. Jennings (from the Idaho Penitentiary) on the grounds that his family was undergoing financial hardship as well as the lack of formidable proof of his guilt. It is signed by many of Meridian's early settlers.,legal,"Meridian, Idaho",43.6094542,-116.3931117,"Meridian Library History Center, FC1",,Text,application/pdf,pdf,eng,,,pdf,/objects/col004_jennings_d3.pdf,/objects/small/col004_jennings_d3_sm.jpg,/objects/thumbs/col004_jennings_d3_th.jpg
jennings_d4,,Jennings,Township Document,,1890-1903,,yes,,Document that appears to show land purchases by several townspeople.,legal;homesteads,"Boise, Idaho",,,"Meridian Library History Center, FC1",,Text,application/pdf,pdf,eng,,,pdf,/objects/col004_jennings_d4.pdf,/objects/small/col004_jennings_d4_sm.jpg,/objects/thumbs/col004_jennings_d4_th.jpg
jennings_d5,,Jennings,Homestead Application by James F. Rose,,1901,1901-1904,yes,,Homestead application filed by James F. Rose,legal;homesteads,"Meridian, Idaho",43.6094542,-116.3931117,"Meridian Library History Center, FC1",,Text,application/pdf,pdf,eng,,,pdf,/objects/col004_jennings_d5.pdf,/objects/small/col004_jennings_d5_sm.jpg,/objects/thumbs/col004_jennings_d5_th.jpg
john_jennings_d6,,Jennings,Image of John Jennings,,1900,,yes,,Image of an elderly John Jennings,men;hats,"Meridian, Idaho",43.6094542,-116.3931117,"Meridian Library History Center, FC1",,Text,application/pdf,pdf,eng,,,pdf,/objects/col004_john_jennings_d6.pdf,/objects/small/col004_john_jennings_d6_sm.jpg,/objects/thumbs/col004_john_jennings_d6_th.jpg
jenson_d1,,Jenson,Biography of Pete Jenson,,1881,1881-1919,yes,"History of Idaho, Hawley, Vol IV, pg. 308","Brief excerpt from the ""History of Idaho"" book on life of Pete Jenson. Mr. Jenson (Mar. 20, 1881-unknown) came to Idaho in 1910. He later sent for his wife and children who were still living in his home country of Sweden. The family made their home in Meridian and were successful in dairy and cattle ranching.",biographies,"Meridian, Idaho",43.6094542,-116.3931117,"Meridian Library History Center, FC1",,Text,application/pdf,pdf,eng,,,pdf,/objects/col004_jenson_d1.pdf,/objects/small/col004_jenson_d1_sm.jpg,/objects/thumbs/col004_jenson_d1_th.jpg
johnson_d1,,Johnson,Biography of Joseph M. Johnson,,1854,1854-1919,yes,"History of Idaho, Hawley, Vol IV, pg. 366","An excerpt from the ""History of Idaho"" book on the life of Joseph M. Johnson. Mr. Johnson (Mar. 5, 1874-unknown) came to Idaho from Arkansas in 1904 with his wife Mary Adell Day (Oct. 21, 1878-unknown). Mr. Johnson worked for the Oregon Shortline Railroad while Mary attended to the operation of the eighty acre ranch. The couple had five children: Walter Jr., Gladys M., Loris E., Genevieve G. and Russell.",biographies,"Meridian, Idaho",43.6094542,-116.3931117,"Meridian Library History Center, FC1",,Text,application/pdf,pdf,eng,,,pdf,/objects/col004_johnson_d1.pdf,/objects/small/col004_johnson_d1_sm.jpg,/objects/thumbs/col004_johnson_d1_th.jpg
johnson_d2,,Johnson,Biography of Frank O. Johnson,,1881,1881-1919,yes,History of Idaho,"An excerpt from the ""History of Idaho"" book on the life of Frank O. Johnson (Nov. 1, 1881-unknown). After several moves, he and his wife finally settled in the Boise valley in 1912. He ran a successful dairy farm and was active in the Meridian community. He and his wife had three children: Charles L., William E. and Loytys J.",biographies,"Meridian, Idaho",43.6094542,-116.3931117,"Meridian Library History Center, FC1",,Text,application/pdf,pdf,eng,,,pdf,/objects/col004_johnson_d2.pdf,/objects/small/col004_johnson_d2_sm.jpg,/objects/thumbs/col004_johnson_d2_th.jpg
johnson_d3,,Johnson,Newspaper Snippet for New Home,,1902-10-24,,,Idaho Statesman,Brief newspaper snippet announcing the building of a new residence for the Johnson family.,newspaper articles,"Meridian, Idaho",43.6094542,-116.3931117,"Meridian Library History Center, FC1",,Text,application/pdf,pdf,eng,,,pdf,/objects/col004_johnson_d3.pdf,/objects/small/col004_johnson_d3_sm.jpg,/objects/thumbs/col004_johnson_d3_th.jpg
jolley_d1,,Jolley,"""Men about Meridian"" - Lorenzo Frank Jolley, Postmaster",,1937-07-11,,,Meridian Times,"A ""Men about Meridian"" article from the Meridian Times on Postmaster Lorenzo Frank Jolley. Mr. Jolley was born the year Idaho was admitted to the Union, on October 8, 1890. The family moved to Boise Valley in 1908. After working for the Boise Depot, Mr. Jolley transferred to Meridian in April of 1924. After becoming one of the first milk haulers for the creamery, Mr. Jolley became Meridian's one-man police force and served from 1941-1944. After that, he worked as Postmaster for Meridian. He married Ann Gardner in 1920 and the couple had two sons, Darrell and Blaine.",newspaper articles,"Meridian, Idaho",43.6094542,-116.3931117,"Meridian Library History Center, FC1",,Text,application/pdf,pdf,eng,,,pdf,/objects/col004_jolley_d1.pdf,/objects/small/col004_jolley_d1_sm.jpg,/objects/thumbs/col004_jolley_d1_th.jpg
judd_d1,,Judd,"This ""Do It Yourself"" Family Even Builds Their Own Home",,1957-08-01,,,Meridian Times,"George Judd and Margaret Williams met at the College of Idaho. After  they were married, they moved to Meridian in 1935. They had three children: Roger, Gary and Gordon. George served on the faculty of Meridian High School until 1944 when he joined the Navy. After the Navy, George resumed teaching at Meridian High. He and his wife were active in their church, Boy Scouts, social clubs and other civic endeavors.",newspaper articles,"Meridian, Idaho",43.6094542,-116.3931117,"Meridian Library History Center, FC1",,Text,application/pdf,pdf,eng,,,,/objects/col004_judd_d1.pdf,/objects/small/col004_judd_d1_sm.jpg,/objects/thumbs/col004_judd_d1_th.jpg
kiggins_d1,,Kiggins,Biography of David Kiggins,,1852,1852-1917,,"History of Idaho, Hawley, Vol. IV, pg. 270","An excerpt from the ""History of Idaho"" book on the life of David Kiggins. Mr. Kiggins moved to the Boise valley (from Missouri) in 1895 with his sister. He purchased eighty acres of ranch land and raised shorthorn cattle. He never married, but he and his sister were considered successful residents of Meridian and held in high esteem by their neighbors.",biographies,"Meridian, Idaho",43.6094542,-116.3931117,"Meridian Library History Center, FC1",,Text,application/pdf,pdf,eng,,,pdf,/objects/col004_kiggins_d1.pdf,/objects/small/col004_kiggins_d1_sm.jpg,/objects/thumbs/col004_kiggins_d1_th.jpg
kinzer_d1,,Kinzer,Family of George Thomas Kinzer and Etta Alice Smith Kinzer,,1829,1829-1990,,,"George Kinzer (Apr. 2, 1866-Oct. 26, 1942) and his wife Etta (Sep. 18, 1870-Sep. 6, 1942) had seven children: Ernest E. (Jul. 4, 1889-Jun. 3, 1941), Robert E. (Jul. 23, 1891-Jan. 7, 1891), Burton T. (Aug. 22, 1893-Jun. 28, 1896), George J. (Jul. 30, 1900-Apr. 26, 1959), Edgar A. (Mar. 16, 1904-Nov. 2, 1904), Edwin B. (Mar. 16, 1904-Apr. 6, 1924), Della E. (Sep. 10, 1910-Jul. 27, 1980). Edgar and Edwin were twins.",genealogy,"Meridian, Idaho",43.6094542,-116.3931117,"Meridian Library History Center, FC1",,Text,application/pdf,pdf,eng,,,pdf,/objects/col004_kinzer_d1.pdf,/objects/small/col004_kinzer_d1_sm.jpg,/objects/thumbs/col004_kinzer_d1_th.jpg
kyle_d1,,Kyle,Kyle Family History,Mr. Haupt,1984,1700-1984,yes,,A biography on the Kyle-Jones family history with a great deal of genealogy information mixed in.,biographies;genealogy,"Meridian, Idaho",43.6094542,-116.3931117,"Meridian Library History Center, FC1",,Text,application/pdf,pdf,eng,,,pdf,/objects/col004_kyle_d1.pdf,/objects/small/col004_kyle_d1_sm.jpg,/objects/thumbs/col004_kyle_d1_th.jpg
kyle_d2,,Kyle,Paternal Family History of Naomi Johnson,,1782,1782-2000,yes,,Genealogy document on the family history of Naomi Johnson. Many birth/death dates listed.,genealogy,"Meridian, Idaho",43.6094542,-116.3931117,"Meridian Library History Center, FC1",,Text,application/pdf,pdf,eng,,,pdf,/objects/col004_kyle_d2.pdf,/objects/small/col004_kyle_d2_sm.jpg,/objects/thumbs/col004_kyle_d2_th.jpg
kyle_d3,,Kyle,Letter by Orlena Kyle Anderson,Orlena Kyle Anderson,1881-01-18,,,,A poignant handwritten letter to Orlena's sister discussing the death of their brother.,letters;families,"Meridian, Idaho",43.6094542,-116.3931117,"Meridian Library History Center, FC1",,Text,application/pdf,pdf,eng,,,pdf,/objects/col004_kyle_d3.pdf,/objects/small/col004_kyle_d3_sm.jpg,/objects/thumbs/col004_kyle_d3_th.jpg
kyle_d4,,Kyle,Children of Kurn Hurd and Sallie Anderson,,1845,1845-1963,yes,,"Genealogy document on the family history of Kurn and Sallie Anderson Hurd. They had five children: Maggie, Rebecca, Addie (Apr. 11, 1881-Nov. 5, 1912), Jeff F. (Sep. 29, 1883-Dec. 25, 1963) and Eva.",genealogy,"Meridian, Idaho",43.6094542,-116.3931117,"Meridian Library History Center, FC1",,Text,application/pdf,pdf,eng,,,pdf,/objects/col004_kyle_d4.pdf,/objects/small/col004_kyle_d4_sm.jpg,/objects/thumbs/col004_kyle_d4_th.jpg
kyle_d5,,Kyle,"Family of Mary (""Polly"") Kyle and Moses Anderson",,1825,1825-1941,yes,,"Genealogy document on the family of Mary (Jan. 25, 1827-Feb. 12, 1872) and Moses Anderson (Feb. 22, 1825-Jul. 23, 1847). They had eight children: Simeon (Jun. 8, 1848-Jun.6, 1935), Sallie (Jul. 4, 1850-Sep. 9, 1914), Elizabeth (1853-1957), Penelope (1855-unknown), Amos (1861-unknown), Ray (1861-unknown), Cornelia Alice (Sep. 25, 1867-Jun.21, 1933), Fanny (Apr. 1870-unknown).",genealogy,"Meridian, Idaho",43.6094542,-116.3931117,"Meridian Library History Center, FC1",,Text,application/pdf,pdf,eng,,,pdf,/objects/col004_kyle_d5.pdf,/objects/small/col004_kyle_d5_sm.jpg,/objects/thumbs/col004_kyle_d5_th.jpg
kyle_d6,,Kyle,Image and Obituary of Elizabeth Anderson Kyle,,1910,,,,"Photocopied image of Elizabeth Anderson Kyle (1823-1910) as well as her obituary. Her husband, James, passed in 1899.",obituaries;women;portraits,"Meridian, Idaho",43.6094542,-116.3931117,"Meridian Library History Center, FC1",,Text,application/pdf,pdf,eng,,,pdf,/objects/col004_kyle_d6.pdf,/objects/small/col004_kyle_d6_sm.jpg,/objects/thumbs/col004_kyle_d6_th.jpg
kyle_d7,,Kyle,Images of the Holloway/Thompson/Kyle/Anderson Families,,1870,1870-1980,yes,,"Photocopied image spanning several generations. The first page documents the people in the image, then the images themselves are presented.",women;portraits;men;families,"Meridian, Idaho",43.6094542,-116.3931117,"Meridian Library History Center, FC1",,Text,application/pdf,pdf,eng,,,pdf,/objects/col004_kyle_d7.pdf,/objects/small/col004_kyle_d7_sm.jpg,/objects/thumbs/col004_kyle_d7_th.jpg
kyle_d8,,Kyle,"Update: Children, Grandchildren and Great-Grandchildren of Robert Kyle (1751-1814)",,1751,1751-1975,yes,,Very detailed (21 page) history of the descendants of Robert Kyle.,genealogy,"Meridian, Idaho",43.6094542,-116.3931117,"Meridian Library History Center, FC1",,Text,application/pdf,pdf,eng,,,pdf,/objects/col004_kyle_d8.pdf,/objects/small/col004_kyle_d8_sm.jpg,/objects/thumbs/col004_kyle_d8_th.jpg
kyle_d9,,Kyle,Family of John Kyle and Martha (Patsy) Willis,,1799,1799-1928,yes,,"Genealogy document on John Kyle (Dec. 25, 1799-Jun. 15, 1825) and his wife, Martha (Nov. 1806-Nov. 29, 1877). They had eight children: Mary, aka ""Polly"" (Jan. 25, 1827-Feb. 12, 1872), Sarah (Jul. 25, 1829-Aug. 11, 1918), James M. (Oct. 25, 1831-Feb. 28, 1915), Larkin W. (Dec. 20, 1833-May 1907), Frances (Oct. 8, 1837-Oct. 25, 1918), Robert J. (Nov. 14, 1840-Oct. 18, 1927), Evan C. (Dec. 29, 1841-Nov. 2, 1928) and Joseph (Jun. 21, 1844-Jun. 12, 1916).",genealogy,"Meridian, Idaho",43.6094542,-116.3931117,"Meridian Library History Center, FC1",,Text,application/pdf,pdf,eng,,,pdf,/objects/col004_kyle_d9.pdf,/objects/small/col004_kyle_d9_sm.jpg,/objects/thumbs/col004_kyle_d9_th.jpg
kyle_d10,,Kyle,Several Death Certificates and Obituaries for Kyle Family Members,,1915,1915-1927,,Meridian Times;Nampa Leader-Herald,"Death certificates for Sarah Kyle, Calvin C. Jones, John J. Jones, James Kyle, Fannie Kyle Cantwell and John M. Cantwell. Obituaries for Calvin C. Jones, J.J. Jones, J.M. Kyle, Fannie Kyle Cantwell, John M. Cantwell, Robert J. Kyle, Evan C. Kyle, Elizabeth Kyle and Robert J. Kyle.",legal;death certificates;obituaries,"Meridian, Idaho",43.6094542,-116.3931117,"Meridian Library History Center, FC1",,Text,application/pdf,pdf,eng,,,pdf,/objects/col004_kyle_d10.pdf,/objects/small/col004_kyle_d10_sm.jpg,/objects/thumbs/col004_kyle_d10_th.jpg
